Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Tenant without Property,,,,2021-10-04 14:18:57,2021-10-04 14:19:07,9.863s,FAILED
,,,,,,,
Test Cases/Tenant/View Tenant Portal (Not Renting),,,,2021-10-04 14:18:57,2021-10-04 14:19:01,3.669s,FAILED
"openBrowser("""")",,,,2021-10-04 14:18:58,2021-10-04 14:19:01,3.206s,FAILED
,,,,,,,
Test Cases/Tenant/Tenant View Announcements,,,,2021-10-04 14:19:01,2021-10-04 14:19:03,1.710s,FAILED
"openBrowser("""")",,,,2021-10-04 14:19:01,2021-10-04 14:19:03,1.326s,FAILED
,,,,,,,
Test Cases/Sign in,,,,2021-10-04 14:19:03,2021-10-04 14:19:04,1.308s,FAILED
"openBrowser("""")",,,,2021-10-04 14:19:03,2021-10-04 14:19:04,1.116s,FAILED
,,,,,,,
Test Cases/Tenant/Apply,,,,2021-10-04 14:19:04,2021-10-04 14:19:05,1.393s,FAILED
"openBrowser("""")",,,,2021-10-04 14:19:04,2021-10-04 14:19:05,1.175s,FAILED
,,,,,,,
Test Cases/Contact,,,,2021-10-04 14:19:05,2021-10-04 14:19:07,1.306s,FAILED
"openBrowser("""")",,,,2021-10-04 14:19:05,2021-10-04 14:19:07,1.100s,FAILED
