Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Unregistered User,Chrome 92.0.4515.131,,,2021-08-11 19:10:29,2021-08-11 19:11:12,43.042s,PASSED
,,,,,,,
Test Cases/Unregistered user CANNOT sign in,Chrome 92.0.4515.131,,,2021-08-11 19:10:29,2021-08-11 19:10:39,9.877s,PASSED
"openBrowser("""")",Chrome 92.0.4515.131,,,2021-08-11 19:10:29,2021-08-11 19:10:31,2.230s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.131,,,2021-08-11 19:10:31,2021-08-11 19:10:33,1.467s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.131,,,2021-08-11 19:10:33,2021-08-11 19:10:34,1.351s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test"")",Chrome 92.0.4515.131,,,2021-08-11 19:10:34,2021-08-11 19:10:35,0.819s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""P9ET2sDE0SE="")",Chrome 92.0.4515.131,,,2021-08-11 19:10:35,2021-08-11 19:10:35,0.366s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.131,,,2021-08-11 19:10:35,2021-08-11 19:10:36,0.312s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Sign-In/div_The email address is badly formatted""), 0)",Chrome 92.0.4515.131,,,2021-08-11 19:10:36,2021-08-11 19:10:36,0.478s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""YsxTccsmuDoDBwXzvpNmKQ=="")",Chrome 92.0.4515.131,,,2021-08-11 19:10:36,2021-08-11 19:10:37,0.519s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.131,,,2021-08-11 19:10:37,2021-08-11 19:10:37,0.286s,PASSED
